-92.1833 25.8583
-92.0587 23.0455
-92.0433 23.03
-73.792 24.478
-73.792 24.478
-73.641 24.7265
-73.641 24.7265
-67.6477 30.8398
-67.6477 30.8398
-68.2967 30.134
-68.2967 30.134
-52.2153 32.8622
-44.7467 29.943
-44.7467 29.9433
-26.0005 19.6955
-26.0005 19.6955
-26.0005 19.6955
-26 19.695
-26 19.695
-67.5533 35.3833
-67.5533 35.3833
-59.195 32.7733
-59.195 32.7733
-18.2285 6.04
-18.2285 6.04
-20.941 -28.3315
-17.9832 -30.8897
-15.7132 -30.3358
-6.6025 -28.0457
-6.6025 -28.0457
-6.6025 -28.0457
-8.0117 -27.9787
-23.6772 -28.5347
-26.843 -28.5262
-26.8455 -28.5245
-26.8455 -28.5245
-26.8455 -28.5245
-30.5975 -28.585
-30.5975 -28.585
-35.25 -30.0052
-31.0433 -6.1458
-30.8922 -6.2717
-30.891 -6.2763
-39.24 -0.5167
-39.24 -0.5167
-44.0428 10.8925
-44.0428 10.8925
-56.8793 15.8565
-56.8793 15.8565
-65.6222 20.5865
-69.3227 14.7852
-69.3227 14.7852
-69.3227 14.7852
-69.3227 14.7852
-63.3833 12.882
-72.0272 14.9433
-127.556 37.1272
-127.497 39.4747
-127.276 39.4702
-127.475 40.6737
-127.52 40.8392
-130.11 40.9847
-140.719 40.979
-140.355 38.702
-139.572 32.8047
-139.901 19.7928
-140.048 19.8542
-140.189 13.8427
-140.189 13.8427
-151.375 17.1098
-169.015 19.3083
-178.508 24.265
-178.508 24.265
171.438 27.8833
157.712 32.4483
157.712 32.4483
157.712 32.4483
158.022 32.4083
158.022 32.4083
158.022 32.4083
156.6 32.4017
156.6 32.4017
156.572 32.4033
156.572 32.4033
153.405 33.475
153.405 33.475
147.13 27.7717
141.192 18.0333
141.192 18.0333
141.192 18.0333
140.302 15.61
142.535 9.3017
143.56 8.3733
143.56 8.3733
143.56 8.3733
143.533 8.6817
143.533 8.6817
143.533 8.6817
144.418 9.235
144.418 9.235
144.418 9.235
147.582 11.78
147.582 11.78
147.582 11.78
145.698 13.6667
147.062 12.0837
147.062 12.0837
141.938 1.87
141.938 1.87
147.89 0.8355
147.89 0.8355
147.89 0.8355
158.61 -1.7422
158.61 -1.7422
176.986 4.3535
176.986 4.3535
-166.122 2.3935
-166.122 2.3768
-157.648 24.376
-157.648 24.376
-164.173 16.722
-164.173 16.722
-152.865 6
-152.865 6
-140.362 6.3347
-140.362 6.3347
-140.362 6.3347
-140.315 4.4713
-140.315 4.4713
-138.867 0.4415
-138.867 0.4415
-137.469 -1.9097
-136.097 -6.2367
-134.267 -12.5167
-134.267 -12.5167
-145.661 -14.0983
-145.661 -14.0983
-133.228 0.4817
-133.228 0.4817
-133.228 0.4817
-133.228 0.4817
-127.356 7.95
-121.567 2.5503
-121.567 2.5503
-121.554 -0.962
-121.554 -0.962
-113.809 1.4415
-106.942 2.5913
-106.942 2.5913
-95.7375 4.0467
-95.7375 4.0467
-82.8882 5.7487
-91.4228 22.8415
-91.4228 22.8415
-90.9625 22.8747
-92.086 23.015
-94.0035 21.3822
-95.1122 20.8902
-94.7682 23.7967
-93.3462 23.7733
-91.8215 25.8448
-91.4797 22.6208
-88.4693 24.5273
-86.3975 24.15
-85.7633 23.7427
-84.4457 23.8842
-73.7997 24.6878
-74.4385 25.1988
-74.4385 25.1988
-74.4523 30.7322
-74.5832 30.4513
-74.3273 30.8275
-69.1733 34.8953
-69.4615 36.4335
-69.4615 36.4335
-69.4302 36.4213
-72.4753 38.6598
-72.6535 38.8045
-77.3113 25.3825
-73.8498 23.6857
-73.8498 23.6857
-46.3675 50.4262
-46.3675 50.4262
-46.604 54.0167
-46.604 54.0167
-48.3318 56.79
-26.8 59.9333
-21.1167 58.9067
-15.9243 57.496
-15.9243 57.496
-15.3995 57.3362
-15.3995 57.3362
-9.0105 45.0442
-7.9748 45.0317
-11.4323 36.6898
-4.3738 36.1608
2.6243 40.4478
2.8378 40.6305
4.9948 38.873
20.4293 34.6248
20.4293 34.6248
21.4272 35.162
21.4272 35.162
22.4968 35.7317
22.4968 35.7317
22.4968 35.7317
22.4683 35.7097
27.082 34.3493
27.082 34.3493
27.082 34.3493
27.8665 33.6052
27.8665 33.6052
28.5115 33.1065
28.5115 33.1065
11.4412 40.2617
7.3355 39.1998
7.3042 39.195
7.3042 39.195
7.3042 39.195
7.3042 39.195
7.3042 39.195
7.3042 39.195
-10.4243 35.3467
-16.3032 34.1688
-27.0607 25.9255
-25.5632 25.9228
-18.7043 23.519
-21.792 21.7495
-21.792 21.7495
-23.9985 19.4193
-42.3915 3.3692
-54.3118 9.4742
-54.3118 9.4742
-54.3118 9.4742
-54.3118 9.4742
-54.3118 9.4742
-54.342 9.4538
-54.342 9.4538
-54.342 9.4538
-68.0562 16.579
-69.3778 15.1165
-69.3778 15.1165
-65.1747 10.708
-65.1742 10.7113
-65.1742 10.7113
-65.1742 10.7113
-63.7208 13.4187
-69.3642 15.1042
-69.3558 14.5115
-69.3558 14.5115
-73.4097 15.017
-74.6078 15.8787
-72.4347 13.9722
-80.3792 11.0852
-80.3803 11.0845
-81.0437 6.123
-85.401 -1.68
-85.9028 -1.7617
-85.9028 -1.7617
-85.236 6.6227
-122.288 12.332
-130.88 11.7045
-139.954 10.6708
-139.954 10.6712
-140.044 14.8698
-150.292 11.2443
-150.292 11.2443
-161.517 13.2017
-164.86 8.1783
-164.86 8.1783
-175.08 3.7617
-175.08 3.7617
-176.825 7.0683
173.598 10.7033
173.55 10.67
177.617 11.8
-169.46 19.1317
-133.373 31.5372
-133.373 31.5372
-125.452 39.9618
-126.347 44.8897
-126.357 44.8897
-125.242 44.8367
-124.617 45.9333
-130.205 50.4697
-130.205 50.4697
-147.131 56.9563
-145.989 56.409
-147.856 57.3627
-148.465 57.4383
-148.717 57.8827
-148.723 57.8813
-161.206 52.5717
-170.923 53.7107
-170.923 53.7107
-170.923 53.7107
-169.243 54.4288
-174.006 51.1302
-173.953 51.11
178.659 53.7535
170.223 54.0357
171.64 55.5592
168.179 56.945
168.179 56.945
168.179 56.945
164.714 53.0095
164.714 53.0095
155.871 45.8033
148.811 33.978
