Expedition,Site,Hole,Program,Longitude,Latitude,Water Depth (m),Core Recovered (m)
133,812,B,ODP,149.6051,-17.814,461.6,10.77
133,812,C,ODP,149.6055,-17.814,461.9,114.15
133,813,A,ODP,149.4945,-17.8326,539.1,199.43
133,813,B,ODP,149.4946,-17.8325,538.9,196.16
133,814,A,ODP,149.5139,-17.8331,520.4,162.42
133,815,A,ODP,149.9918,-19.1506,465.5,415.37
133,815,B,ODP,149.9921,-19.1506,465.9,37.79
133,816,A,ODP,150.0101,-19.1987,437.8,97.53
133,816,B,ODP,150.01,-19.1985,437.8,10.49
133,816,C,ODP,150.0101,-19.1985,437.8,16.58
133,817,A,ODP,149.7582,-18.1583,1016.6,280.35
133,817,B,ODP,149.7584,-18.1581,1015.7,211.12
133,817,C,ODP,149.7589,-18.1581,1016.1,27.26
133,817,D,ODP,149.7585,-18.1583,1015.8,24.14
133,818,A,ODP,150.0422,-18.0628,748.7,9.6
133,818,B,ODP,150.0422,-18.0628,744.8,314.57
133,819,A,ODP,146.3248,-16.624,565.2,339.52
133,820,A,ODP,146.3038,-16.637,278,146.14
133,820,B,ODP,146.3036,-16.637,279,324.91
133,821,A,ODP,146.2896,-16.6465,212.7,382.94
133,821,B,ODP,146.2894,-16.6466,211.6,167.41
133,822,A,ODP,146.2151,-16.423,955.2,387.52
133,823,A,ODP,146.784,-16.6164,1638.4,123.73
133,823,B,ODP,146.7842,-16.6164,1637.9,754.85
133,823,C,ODP,146.7844,-16.6164,1637.8,186.04
133,824,A,ODP,147.7623,-16.4451,1000.4,129.69
133,824,B,ODP,147.762,-16.445,1001.9,53.29
133,824,C,ODP,147.7625,-16.4451,1000.3,3.2
133,824,D,ODP,147.7625,-16.4448,1001.9,1.06
133,825,A,ODP,148.1576,-16.5158,939.4,54.43
133,825,B,ODP,148.1576,-16.516,939.3,3
133,826,A,ODP,150.0099,-19.2255,425.3,7.91
134,827,A,ODP,166.3519,-15.295,2803.4,100.76
134,827,B,ODP,166.3519,-15.295,2803.4,119.04
134,828,A,ODP,166.284,-15.288,3086.7,101.34
134,828,B,ODP,166.284,-15.288,3082,7.92
134,829,A,ODP,166.345,-15.315,2905.2,197.44
134,829,B,ODP,166.345,-15.315,2909,15.59
134,829,C,ODP,166.345,-15.315,2910.7,52.67
134,830,A,ODP,166.78,-15.95,1018.4,53.77
134,830,B,ODP,166.78,-15.95,1018.4,48.77
134,830,C,ODP,166.78,-15.95,1008.9,19.4
134,831,A,ODP,166.672,-16.009,1066.4,25.85
134,831,B,ODP,166.673,-16.009,1066.4,87.86
134,832,A,ODP,167.573,-14.796,3089.3,146.26
134,832,B,ODP,167.573,-14.796,3089.3,450.95
134,833,A,ODP,167.88,-14.876,2628.5,97.75
134,833,B,ODP,167.88,-14.876,2629,519.54
135,834,A,ODP,-177.8623,-18.5676,2692.3,113.17
135,834,B,ODP,-177.8623,-18.5675,2688.4,105.44
135,835,A,ODP,-177.3027,-18.501,2905.7,160.07
135,835,B,ODP,-177.3032,-18.5008,2905.6,8.86
135,836,A,ODP,-176.5001,-20.1416,2455.4,24.46
135,836,B,ODP,-176.5002,-20.1418,2457.7,17
135,837,A,ODP,-176.8227,-20.2218,2752.5,83.9
135,837,B,ODP,-176.8227,-20.222,2753,9.07
135,838,A,ODP,-176.89,-20.827,2322.8,98.65
135,838,B,ODP,-176.89,-20.8272,2322.7,3.63
135,839,A,ODP,-176.7749,-20.6922,2617.4,98.82
135,839,B,ODP,-176.775,-20.709,2617.3,28.7
135,840,A,ODP,-175.7486,-22.2208,743.3,4.11
135,840,B,ODP,-175.7486,-22.221,743.3,176.2
135,840,C,ODP,-175.7487,-22.2206,743.3,74.83
135,841,A,ODP,-175.2979,-23.3458,4809.8,70.25
135,841,B,ODP,-175.2979,-23.3457,4809.8,185.38
135,841,C,ODP,-175.298,-23.3453,4809.8
136,842,A,ODP,-159.088,19.336,4430.2,9.66
136,842,B,ODP,-159.088,19.336,4430.4,35.65
136,842,C,ODP,-159.089,19.336,4430.4,0.88
136,843,A,ODP,-159.095,19.342,4411.6,4
136,843,B,ODP,-159.095,19.342,4407.1,12.6
136,843,C,ODP,-159.095,19.342,4404.4,4.22
137,504,B,ODP,-83.7303,1.2269,3460,13.51
138,844,A,ODP,-90.4808,7.9213,3414.5,9.94
138,844,B,ODP,-90.4808,7.9213,3414.5,289.92
138,844,C,ODP,-90.4808,7.9213,3414.5,189.34
138,844,D,ODP,-90.4808,7.9213,3414.5,10.12
138,845,A,ODP,-94.5908,9.5825,3704.2,292.63
138,845,B,ODP,-94.5896,9.5822,3704.2,195.23
138,845,C,ODP,-94.5897,9.5831,3704.2,28.49
138,846,A,ODP,-90.818,-3.0949,3295.6,7.22
138,846,B,ODP,-90.818,-3.0949,3295.8,373.44
138,846,C,ODP,-90.8181,-3.0966,3295.8,193.1
138,846,D,ODP,-90.8179,-3.0967,3295.8,247.85
138,847,A,ODP,-95.3204,0.1932,3334.3,9.52
138,847,B,ODP,-95.3204,0.1932,3334.3,242.19
138,847,C,ODP,-95.3198,0.1931,3334.3,225.71
138,847,D,ODP,-95.3199,0.1929,3335.2,133.57
138,848,A,ODP,-110.4799,-2.9939,3853.4,9.54
138,848,B,ODP,-110.4799,-2.9939,3855.6,97.75
138,848,C,ODP,-110.4801,-2.9942,3855.3,97.74
138,848,D,ODP,-110.4801,-2.9943,3854.4,96.88
138,849,A,ODP,-110.5197,0.1831,3837.1,8.69
138,849,B,ODP,-110.5197,0.1831,3839.1,343.78
138,849,C,ODP,-110.5196,0.1832,3839.1,105.7
138,849,D,ODP,-110.5194,0.1832,3839.1,319.45
138,850,A,ODP,-110.5214,1.2973,3786.1,77.12
138,850,B,ODP,-110.5214,1.2971,3786.1,393.58
138,851,A,ODP,-110.5718,2.7704,3761.3,6.45
138,851,B,ODP,-110.5718,2.7704,3760.3,318.05
138,851,C,ODP,-110.5716,2.7702,3760.3,136.65
138,851,D,ODP,-110.5716,2.7702,3759.3,20.1
138,851,E,ODP,-110.5715,2.7702,3760.3,316.69
138,852,A,ODP,-110.0763,5.2928,3861,5.86
138,852,B,ODP,-110.0763,5.2928,3859.9,119.68
138,852,C,ODP,-110.076,5.2925,3859.8,125.59
138,852,D,ODP,-110.0756,5.2925,3859.8,120.56
138,853,A,ODP,-109.7514,7.211,3714.3,10.15
138,853,B,ODP,-109.7514,7.211,3715.5,77.68
138,853,C,ODP,-109.7513,7.2108,3714.8,69.57
138,853,D,ODP,-109.7512,7.2108,3712.5,68.81
138,853,E,ODP,-109.7512,7.2108,3713.5,18.51
138,854,A,ODP,-109.5942,11.2239,3567.9,20.89
138,854,B,ODP,-109.5942,11.2239,3567.4,48.01
138,854,C,ODP,-109.5941,11.2239,3568.2,54.03
139,855,A,ODP,-128.6378,48.4427,2444.8,33.99
139,855,B,ODP,-128.6376,48.4428,2446.3,12.39
139,855,C,ODP,-128.6387,48.4428,2443.8,60.77
139,855,D,ODP,-128.6386,48.4424,2443.8,1.98
139,856,A,ODP,-128.6806,48.4367,2395.1,102.04
139,856,B,ODP,-128.6802,48.435,2420,108.33
139,856,C,ODP,-128.6809,48.434,2437.3,7.06
139,856,D,ODP,-128.6809,48.4338,2438.3,8.3
139,856,E,ODP,-128.6809,48.4335,2436.4,2.43
139,856,F,ODP,-128.681,48.4336,2423.3,0.56
139,856,G,ODP,-128.681,48.4336,2422.8,21.69
139,856,H,ODP,-128.681,48.4337,2423.8,18.86
139,857,A,ODP,-128.7134,48.4416,2418.3,94.72
139,857,B,ODP,-128.7234,48.4415,2418.3,23.44
139,857,C,ODP,-128.7114,48.4414,2421.7,169.04
139,857,D,ODP,-128.7108,48.442,2420.6,37.36
139,858,A,ODP,-128.7118,48.4569,2409.1,97.77
139,858,B,ODP,-128.7091,48.4556,2409.3,31.67
139,858,C,ODP,-128.711,48.4556,2416.9,55.5
139,858,D,ODP,-128.7088,48.4562,2415.1,30.43
139,858,E,ODP,-128.7088,48.4561,2415.1,4.7
139,858,F,ODP,-128.7088,48.4562,2415.1,10.02
139,858,G,ODP,-128.7088,48.456,2415.1,6.86
140,504,B,ODP,-83.7303,1.2269,3462.7,53.3
141,859,A,ODP,-75.8528,-45.896,2741.2,53.56
141,859,B,ODP,-75.8557,-45.895,2748.9,169.67
141,860,A,ODP,-75.7517,-45.886,2147.8,9.78
141,860,B,ODP,-75.7517,-45.886,2145.9,225.83
141,861,A,ODP,-75.6922,-45.85,1666.2,10
141,861,B,ODP,-75.6922,-45.85,1671.2,9.92
141,861,C,ODP,-75.6922,-45.85,1662.2,202.17
141,861,D,ODP,-75.6917,-45.85,1640.9,40.65
141,862,A,ODP,-75.8267,-46.508,1274.9,21.45
141,862,B,ODP,-75.8267,-46.508,1268.6,6.36
141,862,C,ODP,-75.8261,-46.509,1228.6,1.97
141,863,A,ODP,-75.7729,-46.237,2564.2,75.39
141,863,B,ODP,-75.7729,-46.237,2564.2,192.91
142,864,A,ODP,-104.244,9.5142,2571.2,9.5
142,864,B,ODP,-104.244,9.5142,2572.4,0.14
142,864,C,ODP,-104.2442,9.5142,2572.4
143_144,865,A,ODP,-179.5556,18.4402,1518.4,131.57
143_144,865,B,ODP,-179.5558,18.4403,1516.2,123.66
143_144,865,C,ODP,-179.5556,18.4404,1517.4,114.11
143_144,866,A,ODP,174.3141,21.3326,1361.8,268.98
143_144,866,B,ODP,174.3145,21.3325,1346.1,23.16
143_144,867,A,ODP,174.3092,21.3494,1352.2,0.07
143_144,867,B,ODP,174.3095,21.3493,1352.2,22.46
143_144,868,A,ODP,174.3094,21.3529,1385,9.4
143_144,869,A,ODP,164.7495,11.0002,4826.7,129.27
143_144,869,B,ODP,164.7503,11.0002,4826.7,252.04
143_144,870,A,ODP,162.263,11.3472,38.6,0.19
143_144,870,B,ODP,162.263,11.3472,37.5,0.41
143_144,871,A,ODP,172.3443,5.5572,1254.6,126.05
143_144,871,B,ODP,172.3443,5.5573,1254,103.94
143_144,871,C,ODP,172.3443,5.5573,1254.6,55.01
143_144,872,A,ODP,162.866,10.0975,1083.6,123.63
143_144,872,B,ODP,162.8666,10.0968,1083.6,25.96
143_144,872,C,ODP,162.8667,10.0977,1082.1,145.72
143_144,873,A,ODP,164.9198,11.8966,1335,35.73
143_144,873,B,ODP,164.9205,11.8973,1334,53.83
143_144,874,A,ODP,164.9398,12.0036,1374.9,1.5
143_144,874,B,ODP,164.9398,12.0038,1374.9,32.31
143_144,875,A,ODP,164.9411,12.0126,1410.8,0.25
143_144,875,B,ODP,164.9411,12.0126,1409.8,1.95
143_144,875,C,ODP,164.9411,12.0126,1408.8,17.62
143_144,876,A,ODP,164.9318,12.2466,1398.8,14.82
143_144,877,A,ODP,164.9221,12.0191,1354.8,25.23
143_144,878,A,ODP,151.8838,27.319,1323.2,265.94
143_144,878,B,ODP,151.8838,27.319,1323.2,0.62
143_144,878,C,ODP,151.8838,27.319,1323.2,0.51
143_144,879,A,ODP,144.3088,34.1738,1500.8,39.55
143_144,880,A,ODP,144.312,34.2087,1524.8,18.7
145,881,A,ODP,161.4915,47.1023,5531.1,9.92
145,881,B,ODP,161.4915,47.1023,5530.8,170.33
145,881,C,ODP,161.4915,47.1022,5530.8,227.2
145,881,D,ODP,161.492,47.1023,5531.1,57.91
145,882,A,ODP,167.6,50.3633,3243.8,411.2
145,882,B,ODP,167.5996,50.3633,3244.2,280.9
145,883,A,ODP,167.7688,51.1983,2407,38.49
145,883,B,ODP,167.7688,51.1985,2395.6,695.41
145,883,C,ODP,167.7687,51.1987,2385.5,344.3
145,883,D,ODP,167.7685,51.1987,2385.5,17.31
145,883,E,ODP,167.7683,51.1986,2385.5,116.56
145,883,F,ODP,167.7681,51.1984,2385.5,13.58
145,884,A,ODP,168.3371,51.4504,3826.6,9.72
145,884,B,ODP,168.3371,51.4504,3824.8,791.76
145,884,C,ODP,168.337,51.4506,3824.9,294.56
145,884,D,ODP,168.3366,51.4506,3826,13.92
145,884,E,ODP,168.3369,51.4506,3824.8,66.78
145,885,A,ODP,168.272,44.6883,5708.5,53.72
145,886,A,ODP,-168.24,44.6897,5713.4,9.7
145,886,B,ODP,-168.24,44.6897,5714.3,60.5
145,886,C,ODP,-168.24,44.6897,5713.3,67.09
145,887,A,ODP,-148.446,54.3654,3631.2,239.84
145,887,B,ODP,-148.446,54.3654,3635.9,41.38
145,887,C,ODP,-148.446,54.3656,3633.6,269.44
145,887,D,ODP,-148.446,54.3656,3633.6,19.92
146A,888,A,ODP,-126.6632,48.1668,2516.3,9.75
146A,888,B,ODP,-126.6632,48.1668,2516.3,364.85
146A,888,C,ODP,-126.6634,48.1664,2516.2
146A,889,A,ODP,-126.8683,48.6993,1311.2,223.14
146A,889,B,ODP,-126.8732,48.6975,1316.2,48.15
146A,889,C,ODP,-126.8705,48.8318,1315.1
146A,889,D,ODP,-126.8688,48.6997,1311.1,22.86
146A,890,A,ODP,-126.8815,48.6625,1326.3,3.71
146A,890,B,ODP,-126.8815,48.6625,1326.3,37.76
146A,891,A,ODP,-125.3258,44.6441,2663.3,9.49
146A,891,B,ODP,-125.326,44.6443,2663,54.03
146A,891,C,ODP,-125.3255,44.6439,2664
146A,892,A,ODP,-125.119,44.6742,674.5,63.63
146A,892,B,ODP,-125.1181,44.6756,674.4
146A,892,C,ODP,-125.119,44.674,674.4,7.35
146A,892,D,ODP,-125.119,44.674,670.3,76.17
146A,892,E,ODP,-125.119,44.674,674.3,15.36
146A,893,A,ODP,-120.036,34.2875,576.5,204.91
146A,893,B,ODP,-120.036,34.2875,576.7,72.67
147,894,A,ODP,-101.5248,2.3005,3012.1,6.24
147,894,B,ODP,-101.5261,2.2993,3020.1,0.14
147,894,C,ODP,-101.5257,2.2992,3033.1,0.17
147,894,D,ODP,-101.5265,2.3015,3013.1,1.52
147,894,E,ODP,-101.5254,2.301,3013.7,3.03
147,894,F,ODP,-101.5259,2.2996,3024.6,1.8
147,894,G,ODP,-101.5259,2.2996,3023.4,45.78
147,895,A,ODP,-101.4461,2.2773,3820.7,2.38
147,895,B,ODP,-101.446,2.2773,3820.7,1.02
147,895,C,ODP,-101.4462,2.2772,3819.7,5.73
147,895,D,ODP,-101.4463,2.2773,3820.7,19.99
147,895,E,ODP,-101.4465,2.2798,3752.5,32.93
147,895,F,ODP,-101.4465,2.2817,3692.5,1.98
148,504,B,ODP,-83.7303,1.2269,3462.8,10.02
148,896,A,ODP,-83.7232,1.2168,3447.8,73.68
149,897,A,ODP,-12.474,40.8387,5320,17.37
149,897,B,ODP,-12.474,40.8387,5319.9
149,897,C,ODP,-12.474,40.8388,5315.2,352.81
149,897,D,ODP,-12.4752,40.8385,5315.8,117.94
149,898,A,ODP,-12.123,40.6841,5279,289.22
149,898,B,ODP,-12.123,40.6851,5277.7,5.42
149,899,A,ODP,-12.2677,40.7722,5291,51.45
149,899,B,ODP,-12.2677,40.7724,5291,173.98
149,900,A,ODP,-11.6042,40.6832,5036.8,519.61
149,901,A,ODP,-11.0597,40.6746,4718.5,7.67
150,902,A,ODP,-72.7725,38.9347,817,31.44
150,902,B,ODP,-72.7727,38.9346,811,9.94
150,902,C,ODP,-72.7727,38.9346,811,135.94
150,902,D,ODP,-72.7729,38.9347,808,676.96
150,903,A,ODP,-72.8172,38.9383,444.4,636.77
150,903,B,ODP,-72.8171,38.9384,446.4,149.71
150,903,C,ODP,-72.8171,38.9384,446.4,323.16
150,903,D,ODP,-72.8174,38.9383,441.3,163.5
150,904,A,ODP,-72.7681,38.8634,1122.8,557.55
150,905,A,ODP,-72.2837,38.6138,2697.9,834.8
150,906,A,ODP,-72.7666,38.9649,912.9,511.69
151,907,A,ODP,12.6982,69.2498,1800.8,229.98
151,908,A,ODP,1.3606,78.3852,1273.5,313.96
151,908,B,ODP,1.3607,78.3854,1273,78.01
151,909,A,ODP,3.0729,78.5844,2519,94.78
151,909,B,ODP,3.073,78.5845,2519.1,140.42
151,909,C,ODP,3.0704,78.5849,2517.7,604.77
151,910,A,ODP,6.59,80.2647,556.4,24.26
151,910,B,ODP,6.5908,80.2646,557,15.37
151,910,C,ODP,6.5905,80.2649,556.4,293.49
151,910,D,ODP,6.5904,80.2646,556.5,103.46
151,911,A,ODP,8.2273,80.4744,901.6,464.51
151,911,B,ODP,8.2273,80.4746,901,112.9
151,911,C,ODP,8.2273,80.4747,902,126.07
151,912,A,ODP,5.456,79.9592,1036.8,118.37
151,912,B,ODP,5.4566,79.9589,1037.5,41.77
151,912,C,ODP,5.456,79.9587,1036.6,5.91
151,913,A,ODP,-6.9471,75.489,3318.6,26.19
151,913,B,ODP,-6.9468,75.4892,3318.4,219.99
152,914,A,ODP,-39.7248,63.4623,533.2,11.88
152,914,B,ODP,-39.7247,63.4623,533.2,17.78
152,914,C,ODP,-39.7246,63.4622,533.2
152,915,A,ODP,-39.7818,63.4714,533.1,32.84
152,916,A,ODP,-39.8067,63.4856,513.7,16.86
152,917,A,ODP,-39.8278,63.4917,508.1,454.88
152,918,A,ODP,-38.6389,63.0928,1868.5,260.27
152,918,B,ODP,-38.639,63.0928,1868.2,25.48
152,918,C,ODP,-38.6388,63.0929,1868.2,9.64
152,918,D,ODP,-38.6389,63.0929,1868.2,254.58
152,919,A,ODP,-37.4602,62.67,2088.2,93.59
152,919,B,ODP,-37.4603,62.67,2086,77.28
152,919,C,ODP,-37.4604,62.6699,2097.3
153,920,A,ODP,-45.0173,23.3385,3339,1.68
153,920,B,ODP,-45.0173,23.3385,3339,47.78
153,920,C,ODP,-45.0171,23.3384,3343
153,920,D,ODP,-45.0174,23.3387,3338,95.08
153,921,A,ODP,-45.0311,23.541,2488,3.1
153,921,B,ODP,-45.0307,23.5413,2490,10.19
153,921,C,ODP,-45.0305,23.5412,2495,6.09
153,921,D,ODP,-45.0305,23.5407,2514,6.16
153,921,E,ODP,-45.0313,23.5388,2456,17.65
153,922,A,ODP,-45.0321,23.5527,2612,9.23
153,922,B,ODP,-45.0321,23.5228,2612,11.93
153,923,A,ODP,-45.0316,23.5426,2440,40.76
153,924,A,ODP,-45.0143,23.541,3170
153,924,B,ODP,-45.0144,23.5411,3176,3.27
153,924,C,ODP,-45.0144,23.5416,3177,11.19
154,925,A,ODP,-43.4889,4.2042,3042.2,490.05
154,925,B,ODP,-43.4891,4.2041,3041.1,329.05
154,925,C,ODP,-43.4891,4.2043,3040.6,368.78
154,925,D,ODP,-43.4893,4.2043,3040.5,364.03
154,925,E,ODP,-43.4889,4.2043,3040.5,55.65
154,926,A,ODP,-42.9081,3.7191,3598.4,334.92
154,926,B,ODP,-42.9084,3.7191,3598.3,593.25
154,926,C,ODP,-42.9084,3.7188,3598.3,394.21
154,927,A,ODP,-44.4805,5.4627,3313.7,315.79
154,927,B,ODP,-44.4806,5.4629,3315.2,267.53
154,927,C,ODP,-44.4806,5.463,3316.7,262.85
154,928,A,ODP,-43.748,5.4553,4010.7,244.74
154,928,B,ODP,-43.7481,5.4552,4012.2,472.39
154,928,C,ODP,-43.7484,5.2731,4012.1,186.16
154,929,A,ODP,-43.7399,5.9762,4357.6,470.96
154,929,B,ODP,-43.7397,5.9763,4355.6,212.59
154,929,C,ODP,-43.7397,5.976,4355.6,144.22
154,929,D,ODP,-43.7391,5.9761,4356.1,54.39
154,929,E,ODP,-43.74,5.9761,4356.1,246.65
155,930,A,ODP,-47.5957,5.0149,3144.3,10.05
155,930,B,ODP,-47.5957,5.0149,3144.6,203.24
155,930,C,ODP,-47.5958,5.0151,3144.6,135.47
155,930,D,ODP,-47.5958,5.0167,3145.3,53.27
155,931,A,ODP,-46.633,5.1418,3472.7,56.99
155,931,B,ODP,-46.633,5.142,3475.9,296.05
155,931,C,ODP,-46.6331,5.1421,3474.5,34.43
155,932,A,ODP,-47.0295,5.2114,3333.6,154.71
155,932,B,ODP,-47.0295,5.2115,3336.1,54.09
155,933,A,ODP,-46.8123,5.0967,3365.9,177.38
155,934,A,ODP,-47.681,5.4841,3421.7,111.65
155,934,B,ODP,-47.681,5.4837,3421,105.92
155,935,A,ODP,-47.5648,5.4268,3485.5,268.6
155,936,A,ODP,-47.7356,5.6322,3575,274.42
155,937,A,ODP,-47.2074,4.5958,2760.2,0.21
155,937,B,ODP,-47.2074,4.5958,2759.9,159.71
155,937,C,ODP,-47.2074,4.596,2756.3,80.52
155,937,D,ODP,-47.2074,4.5962,2757.1,17.26
155,938,A,ODP,-47.3123,4.6584,2804.1,242.42
155,938,B,ODP,-47.3124,4.6584,2804.1,79.53
155,939,A,ODP,-47.5033,4.7218,2783.6,97.57
155,939,B,ODP,-47.499,4.7217,2792.3,99.51
155,939,C,ODP,-47.499,4.7217,2791.1,36.98
155,940,A,ODP,-47.5288,5.1432,3191.4,209.12
155,941,A,ODP,-48.0288,5.373,3380.9,122.85
155,941,B,ODP,-48.0288,5.373,3377.5,96.15
155,942,A,ODP,-49.0908,5.7425,3346.3,152.6
155,942,B,ODP,-49.091,5.7426,3345.7,56.91
155,942,C,ODP,-49.091,5.7424,3348.8,44.03
155,943,A,ODP,-47.7805,5.9468,3738.5,66.46
155,944,A,ODP,-47.7578,5.9389,3701.3,208.01
155,944,B,ODP,-47.7601,5.9376,3696.8,46.81
155,944,C,ODP,-47.7556,5.9402,3710.5,9.6
155,944,D,ODP,-47.7555,5.9403,3708.5,43.37
155,945,A,ODP,-47.9288,6.9503,4136.1,74.75
155,946,A,ODP,-47.9193,6.9496,4100.1,172.18
156,947,A,ODP,-58.7479,15.5245,4880.4
156,948,A,ODP,-58.7323,15.5259,4929.3
156,948,B,ODP,-58.7322,15.5244,4938,3.71
156,948,C,ODP,-58.7322,15.5261,4931.5,171.46
156,948,D,ODP,-58.7317,15.5243,4938
156,949,A,ODP,-58.7143,15.5369,5009.2,2.95
156,949,B,ODP,-58.7141,15.536,5012.7,86.8
156,949,C,ODP,-58.7142,15.5369,5004.7,2.18
157,950,A,ODP,-25.6001,31.1502,5437.8,339.14
157,951,A,ODP,-24.8705,32.0316,5436.8,251.52
157,951,B,ODP,-24.8706,32.0315,5436.8,84.53
157,952,A,ODP,-24.5095,30.7908,5431.8,415.18
157,953,A,ODP,-15.1447,28.6504,3577.8,197.69
157,953,B,ODP,-15.1447,28.6502,3577.8,7.46
157,953,C,ODP,-15.1445,28.6502,3577.8,556.53
157,954,A,ODP,-15.5321,28.4366,3485.2,80.4
157,954,B,ODP,-15.532,28.4365,3485.2,165.56
157,955,A,ODP,-15.2308,27.3258,2854.1,534.08
157,956,A,ODP,-16.1633,27.6151,3441.9,160.48
157,956,B,ODP,-16.1633,27.6149,3441.9,297.2
158,957,A,ODP,-44.8258,26.1366,3653,0.25
158,957,B,ODP,-44.8258,26.1366,3655,1.66
158,957,C,ODP,-44.8258,26.1372,3548,21.88
158,957,D,ODP,-44.8261,26.137,3649
158,957,E,ODP,-44.8261,26.137,3646,4.03
158,957,F,ODP,-44.8261,26.137,3649,0.95
158,957,G,ODP,-44.8258,26.137,3646,1.12
158,957,H,ODP,-44.8258,26.1366,3655,5.01
158,957,I,ODP,-44.8264,26.1372,3645,0.77
158,957,J,ODP,-44.8264,26.1372,3647,0.08
158,957,K,ODP,-44.8264,26.1372,3644,0.99
158,957,L,ODP,-44.8261,26.137,3645
158,957,M,ODP,-44.8264,26.137,3648,6.95
158,957,N,ODP,-44.8258,26.1366,3652,0.5
158,957,O,ODP,-44.8258,26.1372,3649,1.27
158,957,P,ODP,-44.8258,26.1372,3649,7.13
158,957,Q,ODP,-44.8261,26.1366,3657,5.91
159,958,A,ODP,-20.0008,23.999,3794.5,132.49
159,958,B,ODP,-20.0008,23.999,3798.3,8.19
159,959,A,ODP,-2.7352,3.6277,2090.7,456.2
159,959,B,ODP,-2.7356,3.6276,2091.2,192.53
159,959,C,ODP,-2.7353,3.6278,2091.7,187.34
159,959,D,ODP,-2.7358,3.6276,2090.7,429.03
159,960,A,ODP,-2.7336,3.5831,2048.3,145.01
159,960,B,ODP,-2.7331,3.5836,2034,7.15
159,960,C,ODP,-2.7332,3.5839,2034.9,160.67
159,961,A,ODP,-3.0585,3.4424,3292,60.42
159,961,B,ODP,-3.0593,3.4426,3292,56.74
159,962,A,ODP,-3.182,3.2513,4637.2,3.71
159,962,B,ODP,-3.182,3.251,4637.3,85.6
159,962,C,ODP,-3.1824,3.251,4627.6,0.58
159,962,D,ODP,-3.1816,3.2514,4645.3,92.76
160,963,A,ODP,13.1816,37.0323,470.5,203.07
160,963,B,ODP,13.1805,37.0334,470,206.19
160,963,C,ODP,13.1793,37.0346,469,57.93
160,963,D,ODP,13.1781,37.0358,469.1,8.39
160,964,A,ODP,17.7498,36.2604,3657.7,106.12
160,964,B,ODP,17.75,36.2604,3658.3,105.26
160,964,C,ODP,17.7501,36.2604,3660.3,106.48
160,964,D,ODP,17.75,36.2605,3660.3,112.2
160,964,E,ODP,17.75,36.2608,3660.9,54.32
160,964,F,ODP,17.7504,36.2606,3657.3,27.94
160,965,A,ODP,32.7131,33.918,1506.6,42.79
160,966,A,ODP,32.7016,33.7966,926.6,73.21
160,966,B,ODP,32.7015,33.7961,926.6,96.5
160,966,C,ODP,32.7015,33.7963,925.9,101.6
160,966,D,ODP,32.7008,33.7965,926.3,105.94
160,966,E,ODP,32.7008,33.7967,926.3,8.48
160,966,F,ODP,32.7015,33.7976,922.9,65.86
160,967,A,ODP,32.7254,34.0683,2553,142.14
160,967,B,ODP,32.7254,34.0682,2555,126.61
160,967,C,ODP,32.7255,34.0712,2552.8,119.55
160,967,D,ODP,32.7255,34.0709,2551.6,16.89
160,967,E,ODP,32.7254,34.0684,2552.7,72.32
160,967,F,ODP,32.7255,34.0708,2551.6,9.87
160,968,A,ODP,32.7511,34.3317,1961,241.53
160,968,B,ODP,32.7512,34.332,1962.6,15.45
160,968,C,ODP,32.7535,34.3329,1964.1,15.75
160,969,A,ODP,24.8844,33.84,2200.3,111.42
160,969,B,ODP,24.883,33.8411,2202.1,100.16
160,969,C,ODP,24.8834,33.8387,2195.5,9.98
160,969,D,ODP,24.8833,33.8386,2192.1,118.54
160,969,E,ODP,24.883,33.841,2201.1,100.23
160,969,F,ODP,24.8827,33.8413,2198.5,19.46
160,970,A,ODP,24.802,33.7366,2075.5,50.47
160,970,B,ODP,24.8116,33.7369,2078.6,48.68
160,970,C,ODP,24.791,33.7356,2036.9,16.97
160,970,D,ODP,24.7769,33.734,1953.3,44.19
160,971,A,ODP,24.7136,33.7032,2026.1,58.75
160,971,B,ODP,24.7018,33.7136,2140.9,64.19
160,971,C,ODP,24.7018,33.7136,2140.9,17.25
160,971,D,ODP,24.6879,33.7239,1933.1,47.5
160,971,E,ODP,24.6807,33.727,1943.6,29.52
160,972,A,ODP,18.7253,35.7799,3930.6,93.54
160,972,B,ODP,18.7254,35.78,3930.6
160,973,A,ODP,18.9482,35.7803,3695,86.78
160,973,B,ODP,18.9482,35.7802,3698.5,9.62
160,973,C,ODP,18.9482,35.7804,3695.4,9.73
160,973,D,ODP,18.9482,35.7803,3694,64.13
160,973,E,ODP,18.948,35.7804,3693.8,19.81
161,974,A,ODP,12.1418,40.3561,3458.8,9.81
161,974,B,ODP,12.1419,40.356,3453.9,208.23
161,974,C,ODP,12.1422,40.3558,3453.3,199.85
161,974,D,ODP,12.1421,40.356,3454,170.49
161,975,A,ODP,4.5098,38.8966,2416.7,9.92
161,975,B,ODP,4.5099,38.8964,2415.5,298.98
161,975,C,ODP,4.5099,38.8966,2415.1,307.66
161,975,D,ODP,4.5101,38.8968,2415.1,157.03
161,976,A,ODP,-4.3133,36.2053,1107.5,5.92
161,976,B,ODP,-4.3127,36.2052,1108,535.54
161,976,C,ODP,-4.3123,36.2052,1108.2,340.16
161,976,D,ODP,-4.3124,36.2055,1107.6,30.79
161,976,E,ODP,-4.3124,36.2054,1107.6,64.85
