Expedition,Site,Hole,Program,Longitude,Latitude,Water Depth (m),Core Recovered (m)
39,353,A,DSDP,-44.0375,10.915,5164,3
39,353,B,DSDP,-44.0375,10.915,5164,1.1
39,354,,DSDP,-44.1963,5.8992,4045,119
39,355,,DSDP,-30.6005,-15.7098,4901,118
39,356,,DSDP,-41.088,-28.287,3175,316
39,356,A,DSDP,-41.088,-28.287,3175,18
39,357,,DSDP,-35.5598,-30.0042,2086,345
39,358,,DSDP,-35.9637,-37.6552,4962,89
39,359,,DSDP,-4.4972,-34.985,1655,27
39,359,A,DSDP,-4.4972,-34.985,1655,19
40,360,,DSDP,18.0965,-35.8458,2949,278
40,361,,DSDP,15.4485,-35.0662,4549,222
40,362,,DSDP,10.5325,-19.7575,1325,367
40,362,A,DSDP,10.5325,-19.7575,1325,77
40,363,,DSDP,9.0467,-19.6458,2248,227
40,364,,DSDP,11.9717,-11.572,2448,296
40,365,,DSDP,11.8953,-11.6517,3018,35
41,366,,DSDP,-19.8513,5.678,2853,304
41,366,A,DSDP,-19.8513,5.678,2853,278
41,367,,DSDP,-20.0472,12.4868,4748,174
41,368,,DSDP,-21.3538,17.5072,3366,328
41,369,,DSDP,-14.9987,26.5925,1752,36
41,369,A,DSDP,-14.9987,26.5925,1752,350
41,370,,DSDP,-10.776,32.8375,4214,203
42,371,,DSDP,5.2592,37.598,2792,43
42,372,,DSDP,4.7965,40.08,2699,316
42,372,A,DSDP,4.7965,40.08,2699
42,373,,DSDP,12.9927,39.728,3517
42,373,A,DSDP,12.9927,39.728,3517,27
42,374,,DSDP,18.1963,35.8478,4078,77
42,375,,DSDP,31.76,34.7622,1900,67
42,376,,DSDP,31.8075,34.872,2101,76
42,377,,DSDP,21.431,35.1617,3718,6
42,378,,DSDP,25.1162,35.9278,1835,39
42,378,A,DSDP,25.1162,35.9278,1835,20
42,379,,DSDP,36.0117,43.005,2165,4
42,379,A,DSDP,36.0117,43.005,2165,381
42,379,B,DSDP,36.0117,43.005,2165,29
42,380,,DSDP,29.6137,42.099,2107,169
42,380,A,DSDP,29.6137,42.099,2107,421
42,381,,DSDP,29.416,41.6708,1728,269
43,382,,DSDP,-56.5375,34.4173,5526,162
43,383,,DSDP,-53.353,39.248,5283,4.9
43,384,,DSDP,-51.6633,40.3608,3909,110
43,385,,DSDP,-60.1575,37.3695,4936,63
43,386,,DSDP,-64.249,31.1868,4782,439
43,387,,DSDP,-67.6667,32.32,5117,177
44,388,,DSDP,-69.396,35.5222,4919
44,388,A,DSDP,-69.396,35.5222,4919,43
44,389,,DSDP,-76.0928,30.1423,2714,3.5
44,390,,DSDP,-76.1123,30.1423,2665,27
44,390,A,DSDP,-76.1123,30.1423,2665,87
44,391,,DSDP,-75.6127,28.2288,4974,2.3
44,391,A,DSDP,-75.6167,28.2268,4974,130
44,391,B,DSDP,-75.6167,28.2268,4974,9.3
44,391,C,DSDP,-75.6167,28.2268,4974,216
44,392,,DSDP,-76.178,29.9105,2601,3.2
44,392,A,DSDP,-76.178,29.9105,2601,25
44,393,,DSDP,-75.599,28.1967,4951,4.3
44,393,A,DSDP,-75.599,28.1967,4951,9.5
44,394,,DSDP,-75.596,28.195,4957
44,394,A,DSDP,-75.596,28.195,4957,17
45,395,,DSDP,-46.0817,22.7558,4484,88
45,395,A,DSDP,-46.0817,22.7558,4484,106
45,396,,DSDP,-43.5158,22.4813,4450,133
46,396,A,DSDP,-43.515,22.9857,4459,0.6
46,396,B,DSDP,-43.515,22.9857,4459,63
47,397,,DSDP,-15.18,26.845,2900,585
47,397,A,DSDP,-15.18,26.845,2900,243
47,398,,DSDP,-10.7183,40.96,3910,22
47,398,A,DSDP,-10.7183,40.96,3910,17
47,398,B,DSDP,-10.7183,40.96,3910,8.3
47,398,C,DSDP,-10.7183,40.96,3910,0.8
47,398,D,DSDP,-10.7183,40.96,3910,937
48,399,,DSDP,-9.2217,47.39,4399,12
48,400,,DSDP,-9.1983,47.3817,4399,9
48,400,A,DSDP,-9.1983,47.3817,4399,329
48,401,,DSDP,-8.8103,47.4275,2495,103
48,402,,DSDP,-8.8407,47.8747,2339,12
48,402,A,DSDP,-8.8407,47.8747,2339,167
48,403,,DSDP,-23.294,56.1385,2301,161
48,404,,DSDP,-23.2492,56.0522,2306,75
48,405,,DSDP,-22.0582,55.3363,2958,172
48,406,,DSDP,-22.0902,55.2583,2907,189
49,407,,DSDP,-30.576,63.9387,2472,184
49,408,,DSDP,-28.9118,63.3772,1624,219
49,409,,DSDP,-25.9528,62.6163,832,88
49,410,,DSDP,-29.476,45.5088,2975,232
49,410,A,DSDP,-29.476,45.5088,2977,27
49,411,,DSDP,-33.3883,36.7662,1935,4
49,411,A,DSDP,-33.3883,36.7662,1935,15
49,412,,DSDP,-33.166,36.5623,2609,86
49,412,A,DSDP,-33.166,36.5623,2609,23
49,413,,DSDP,-33.175,36.5432,2598,3
49,414,,DSDP,-27.5017,32.05,1538
50,415,,DSDP,-11.6518,31.0287,2794,31
50,415,A,DSDP,-11.6518,31.0287,2794,25
50,415,B,DSDP,-11.6518,31.0287,2794,3.1
50,416,,DSDP,-10.801,32.8363,4191,1.3
50,416,A,DSDP,-10.801,32.8363,4191,296
51,417,,DSDP,-68.0413,25.1105,5468,3.6
51,417,A,DSDP,-68.0413,25.1105,5468,249
51,417,B,DSDP,-68.047,25.1115,5482,5.2
51,417,C,DSDP,-68.0468,25.1115,5482
51,417,D,DSDP,-68.0468,25.1115,5482,203
52,417,D,DSDP,-68.0468,25.1115,5482,118
52,418,,DSDP,-68.0573,25.035,5511,6
52,418,A,DSDP,-68.0573,25.035,5511,212
53,418,A,DSDP,-68.0573,25.035,5514,231
53,418,B,DSDP,-68.0575,25.0347,5514,173
54,419,,DSDP,-105.686,8.9327,3274,22
54,419,A,DSDP,-105.687,8.9245,3274,4.7
54,420,,DSDP,-106.113,9.0017,3381,95
54,420,A,DSDP,-106.105,9.0083,3382,6
54,421,,DSDP,-106.061,9.0235,3339,11
54,422,,DSDP,-105.271,9.1765,3247,47
54,423,,DSDP,-105.109,9.1468,3161,28
54,424,,DSDP,-86.1303,0.5938,2685,36
54,424,A,DSDP,-86.1302,0.5888,2708,13
54,424,B,DSDP,-86.1303,0.597,2705,29
54,424,C,DSDP,-86.1303,0.5988,2699,7.8
54,425,,DSDP,-86.0703,1.3947,2850,43
54,426,,DSDP,-104.255,8.788,2617
54,427,,DSDP,-104.606,8.1132,3834,57
54,428,,DSDP,-105.436,9.0462,3295,36
54,428,A,DSDP,-105.436,9.0462,3358,16
54,429,,DSDP,-106.772,9.0335,3406,4.7
54,429,A,DSDP,-106.765,9.0335,3426,3
55,430,,DSDP,170.591,37.9813,1445,7.9
55,430,A,DSDP,170.598,37.9882,1479,17
55,430,B,DSDP,170.602,37.992,1471,0.1
55,431,,DSDP,170.545,42.424,1704,3.3
55,431,A,DSDP,170.543,42.4232,1704,4.3
55,432,,DSDP,170.379,41.3338,1310,3
55,432,A,DSDP,170.379,41.3338,1310,16
55,433,,DSDP,170.021,44.7767,1862,5
55,433,A,DSDP,170.021,44.7767,1862,89
55,433,B,DSDP,170.02,44.7772,1874,11
55,433,C,DSDP,170.02,44.7772,1874,250
56,434,,DSDP,144.102,39.746,5986,55
56,434,A,DSDP,144.102,39.746,5986,14
56,434,B,DSDP,144.101,39.7478,5986,64
56,435,,DSDP,143.792,39.7348,3401,78
56,435,A,DSDP,143.793,39.735,3401,45
56,436,,DSDP,145.558,39.9327,5240,241
56,437,,DSDP,145.666,39.8972,5227
57,438,,DSDP,143.232,40.6292,1552,82
57,438,A,DSDP,143.236,40.6298,1558,555
57,438,B,DSDP,143.247,40.63,1564,88
57,439,,DSDP,143.311,40.6268,1656,163
57,440,,DSDP,143.929,39.7388,4509,50
57,440,A,DSDP,143.929,39.7355,4509,33
57,440,B,DSDP,143.929,39.7355,4509,402
57,441,,DSDP,144.077,39.7508,5655,17
57,441,A,DSDP,144.077,39.7508,5644,20
57,441,B,DSDP,144.077,39.7513,5635,5.5
58,442,,DSDP,136.057,28.9833,4639,0.1
58,442,A,DSDP,136.057,28.9833,4639,154
58,442,B,DSDP,136.057,28.984,4634,51
58,443,,DSDP,137.441,29.3275,4372,304
58,444,,DSDP,137.684,28.6375,4843,41
58,444,A,DSDP,137.684,28.6375,4843,107
58,445,,DSDP,133.208,25.5227,3377,620
58,446,,DSDP,132.775,24.7007,4952,197
58,446,A,DSDP,132.775,24.7007,4952,117
59,447,,DSDP,133.29,18.0147,6022,0.4
59,447,A,DSDP,133.29,18.0147,6022,155
59,448,,DSDP,134.874,16.341,3483,234
59,448,A,DSDP,134.874,16.341,3483,215
59,449,,DSDP,136.536,18.0307,4712,93
59,450,,DSDP,140.789,18.0003,4707,183
59,451,,DSDP,143.276,18.0147,2060,280
60,452,,DSDP,148.629,17.6698,5858,27
60,452,A,DSDP,148.629,17.6695,5860,22
60,453,,DSDP,143.682,17.907,4693,237
60,454,,DSDP,144.532,18.013,3816,23
60,454,A,DSDP,144.532,18.013,3816,41
60,455,,DSDP,145.358,17.8543,3465,31
60,456,,DSDP,145.18,17.9113,3586,32
60,456,A,DSDP,145.181,17.9118,3586,38
60,457,,DSDP,145.817,17.8332,2630,19
60,458,,DSDP,146.934,17.8642,3447,98
60,459,,DSDP,147.301,17.8625,4121,3.3
60,459,A,DSDP,147.301,17.8625,4121
60,459,B,DSDP,147.301,17.8625,4121,182
60,460,,DSDP,147.599,17.669,6452,27
60,460,A,DSDP,147.586,17.667,6445,37
60,461,,DSDP,147.686,17.7675,7034,8.6
60,461,A,DSDP,147.688,17.767,7034,7.3
61,462,,DSDP,165.031,7.2375,5181,377
61,462,A,DSDP,165.032,7.2417,5177,349
62,463,,DSDP,174.668,21.3502,2525,302
62,464,,DSDP,173.889,39.8607,4637,76
62,465,,DSDP,178.919,33.8205,2161,44
62,465,A,DSDP,178.919,33.8205,2161,108
62,466,,DSDP,179.256,34.191,2665,105
63,467,,DSDP,-120.758,33.8495,2128,426
63,468,,DSDP,-120.118,32.6172,1849,84
63,468,A,DSDP,-120.109,32.6235,1737,28
63,468,B,DSDP,-120.109,32.6235,1737,105
63,469,,DSDP,-120.548,32.6167,3790,178
63,470,,DSDP,-117.519,28.9077,3549,90
63,470,A,DSDP,-117.519,28.9077,3549,48
63,471,,DSDP,-112.496,23.4822,3101,356
63,472,,DSDP,-113.995,23.0058,3831,65
63,472,A,DSDP,-113.995,23.0058,3831,0.2
63,473,,DSDP,-107.063,20.9653,3249,142
64,474,,DSDP,-108.981,22.962,3023,78
64,474,A,DSDP,-108.978,22.9593,3022,284
64,475,,DSDP,-109.053,23.0505,2631,128
64,475,A,DSDP,-109.064,23.0573,2545,0.2
64,475,B,DSDP,-109.06,23.056,2593,10
64,476,,DSDP,-109.089,23.0405,2403,165
64,477,,DSDP,-111.4,27.0308,2003,52
64,477,A,DSDP,-111.399,27.03,2003,16
64,477,B,DSDP,-111.399,27.0293,2003,3.5
64,478,,DSDP,-111.507,27.0968,1889,310
64,479,,DSDP,-111.625,27.846,747,273
64,480,,DSDP,-111.656,27.9017,655,118
64,481,,DSDP,-111.508,27.253,1998,34
64,481,A,DSDP,-111.508,27.253,1998,161
65,482,,DSDP,-107.994,22.7897,2998,4
65,482,A,DSDP,-107.993,22.7897,2998,33
65,482,B,DSDP,-107.993,22.7897,2998,100
65,482,C,DSDP,-107.993,22.789,2998,85
65,482,D,DSDP,-107.992,22.7885,3008,64
65,482,E,DSDP,-107.993,22.7895,2998
65,482,F,DSDP,-107.993,22.7893,2998,16
65,483,,DSDP,-108.748,22.8833,3070,111
65,483,A,DSDP,-108.747,22.8832,3070
65,483,B,DSDP,-108.747,22.8832,3070,92
65,483,C,DSDP,-108.743,22.883,3070,26
65,484,,DSDP,-108.393,23.1887,2891,5
65,484,A,DSDP,-108.394,23.1858,2883,41
65,485,,DSDP,-107.904,22.7492,2981,37
65,485,A,DSDP,-107.904,22.7487,2981,136
66,486,,DSDP,-99.135,15.9228,5142,12
66,486,A,DSDP,-99.138,15.9138,5138,3.5
66,487,,DSDP,-99.1753,15.8535,4764,120
66,488,,DSDP,-99.0277,15.9517,4254,160
66,489,,DSDP,-99.0188,16.2698,1240,23
66,489,A,DSDP,-99.0188,16.2698,1240,164
66,490,,DSDP,-99.0565,16.1593,1761,341
66,491,,DSDP,-98.9722,16.029,2883,388
66,492,,DSDP,-98.9453,16.0788,1935,190
66,492,A,DSDP,-98.9453,16.0788,1935,30
66,492,B,DSDP,-98.9453,16.0788,1942,6.4
66,493,,DSDP,-98.9255,16.381,645,333
66,493,A,DSDP,-98.9255,16.381,645,7.6
66,493,B,DSDP,-98.9255,16.381,645,60
67,494,,DSDP,-90.9328,12.7167,5472,30
67,494,A,DSDP,-90.9328,12.7168,5472,100
67,495,,DSDP,-91.0377,12.4963,4140,333
67,496,,DSDP,-90.7952,13.0637,2049,199
67,497,,DSDP,-90.828,12.9872,2347,225
67,498,,DSDP,-90.9157,12.7113,5478,3.9
67,498,A,DSDP,-90.9157,12.7113,5478,46
67,499,,DSDP,-90.9448,12.671,6105,119
67,499,A,DSDP,-90.9483,12.6762,6108,13
67,499,B,DSDP,-90.9447,12.6705,6105,21
67,499,C,DSDP,-90.9505,12.6717,6102,0.3
67,499,D,DSDP,-90.945,12.6742,6116,4.3
67,500,,DSDP,-90.9415,12.6892,6094,73
67,500,A,DSDP,-90.943,12.6842,6090,8.1
67,500,B,DSDP,-90.943,12.6842,6090,17
68,501,,DSDP,-83.7343,1.2272,3457,74
68,502,,DSDP,-79.3797,11.4903,3051,156
68,502,A,DSDP,-79.379,11.491,3051,180
68,502,B,DSDP,-79.3782,11.4918,3051,88
68,502,C,DSDP,-79.3783,11.4913,3051,114
68,503,,DSDP,-95.6368,4.0507,3672,4.8
68,503,A,DSDP,-95.6368,4.0673,3672,147
68,503,B,DSDP,-95.6387,4.0503,3672,97
69,504,,DSDP,-83.7322,1.2263,3460,176
69,504,A,DSDP,-83.7325,1.2268,3458,9
69,504,B,DSDP,-83.7302,1.2272,3460,76
69,504,C,DSDP,-83.7315,1.2273,3460
69,505,,DSDP,-83.79,1.9133,3537,187
69,505,A,DSDP,-83.79,1.9168,3525,0.8
69,505,B,DSDP,-83.7883,1.92,3507,6.9
70,504,B,DSDP,-83.7302,1.2272,3460,93
70,506,,DSDP,-86.0998,0.6098,2710,22
70,506,A,DSDP,-86.0913,0.6098,2710
70,506,B,DSDP,-86.0913,0.6102,2711,21
70,506,C,DSDP,-86.0913,0.6077,2710,30
70,506,D,DSDP,-86.0913,0.607,2707,29
70,506,E,DSDP,-86.0913,0.6098,2703
70,506,F,DSDP,-86.0913,0.6105,2712
70,506,G,DSDP,-86.0915,0.6098,2703,1.1
70,506,H,DSDP,-86.0913,0.607,2706,0.2
70,506,I,DSDP,-86.0913,0.6077,2707,0.2
70,507,,DSDP,-86.09,0.5667,2701,3
70,507,A,DSDP,-86.09,0.5667,2691
70,507,B,DSDP,-86.09,0.5667,2691,0.7
70,507,C,DSDP,-86.09,0.5667,2710,8.5
70,507,D,DSDP,-86.09,0.5667,2689,37
70,507,E,DSDP,-86.09,0.5667,2689
70,507,F,DSDP,-86.09,0.5667,2695,31
70,507,G,DSDP,-86.09,0.5667,2695
70,507,H,DSDP,-86.09,0.5667,2692,33
70,507,I,DSDP,-86.09,0.5667,2692
70,508,,DSDP,-86.1,0.5333,2783,35
70,508,A,DSDP,-86.1,0.5333,2783
70,508,B,DSDP,-86.1,0.5333,2777,4.4
70,508,C,DSDP,-86.1,0.5333,2777,1.9
70,508,D,DSDP,-86.1,0.5333,2777
70,508,E,DSDP,-86.1,0.5333,2777
70,509,,DSDP,-86.1315,0.589,2677,32
70,509,A,DSDP,-86.1315,0.589,2677
70,509,B,DSDP,-86.1322,0.5888,2687,33
70,509,C,DSDP,-86.1315,0.5888,2687
70,509,D,DSDP,-86.1315,0.5888,2687
70,510,,DSDP,-86.41,1.6132,2781,63
71,511,,DSDP,-46.9717,-51.0047,2589,385
71,512,,DSDP,-40.8452,-49.8698,1846,68
71,512,A,DSDP,-40.8452,-49.8695,1844,7.8
71,513,,DSDP,-24.64,-47.5832,4373,54
71,513,A,DSDP,-24.64,-47.5832,4373,169
71,514,,DSDP,-26.855,-46.0462,4318,139
72,515,,DSDP,-36.5028,-26.2388,4250,5.5
72,515,A,DSDP,-36.5028,-26.2385,4252,96
72,515,B,DSDP,-36.5032,-26.2387,4252,429
72,516,,DSDP,-35.2852,-30.2763,1313,148
72,516,A,DSDP,-35.2853,-30.2765,1313,61
72,516,B,DSDP,-35.2853,-30.2765,1313,4.5
72,516,C,DSDP,-35.2853,-30.2765,1313
72,516,D,DSDP,-35.2852,-30.276,1313
72,516,E,DSDP,-35.2852,-30.2765,1313
72,516,F,DSDP,-35.285,-30.2765,1313,692
72,517,,DSDP,-38.0412,-30.9468,2963,48
72,518,,DSDP,-38.1353,-29.9737,3944,60
73,519,,DSDP,-11.6662,-26.1367,3769,138
73,519,A,DSDP,-11.6662,-26.1367,3769,61
73,520,,DSDP,-11.1857,-25.5233,4207,69
73,520,A,DSDP,-11.1857,-25.5233,4207,2.4
73,521,,DSDP,-10.2645,-26.0738,4125,75
73,521,A,DSDP,-10.2598,-26.0757,4130,64
73,522,,DSDP,-5.1297,-26.114,4441,138
73,522,A,DSDP,-5.1297,-26.114,4441,98
73,522,B,DSDP,-5.1297,-26.114,4441,25
73,523,,DSDP,-2.2513,-28.5522,4562,149
73,524,,DSDP,3.5123,-29.4842,4796,199
73,524,A,DSDP,3.5123,-29.4842,4796,10
73,524,B,DSDP,3.5123,-29.4845,4796,21
74,525,,DSDP,2.9853,-29.0707,2467,3.6
74,525,A,DSDP,2.9853,-29.0707,2467,407
74,525,A,DSDP,2.9853,-29.0707,2467,407
74,525,A,DSDP,2.9853,-29.0707,2467,407
74,525,A,DSDP,2.9853,-29.0707,2467,407
74,525,A,DSDP,2.9853,-29.0707,2467,407
74,525,B,DSDP,2.9853,-29.0707,2467,182
74,526,,DSDP,3.138,-30.1227,1054,3.6
74,526,A,DSDP,3.138,-30.1227,1054,207
74,526,B,DSDP,3.138,-30.1227,1054,13.5
74,526,C,DSDP,3.138,-30.1227,1054,71
74,527,,DSDP,1.7633,-28.0415,4428,244
74,528,,DSDP,2.324,-28.5248,3800,273
74,528,A,DSDP,2.3162,-28.5193,3815,116
74,529,,DSDP,2.768,-28.9305,3043,310
75,530,,DSDP,9.3858,-19.1877,4629,9.2
75,530,A,DSDP,9.3858,-19.1877,4629,619
75,530,B,DSDP,9.3862,-19.1877,4629,155
75,531,,DSDP,9.5885,-19.6407,1267
75,531,A,DSDP,9.5912,-19.64,1267,0.3
75,532,,DSDP,10.5188,-19.7435,1331,232
75,532,A,DSDP,10.5188,-19.744,1331,161
75,532,B,DSDP,10.5188,-19.7443,1331,267
76,533,,DSDP,-74.8698,31.26,3191,146
76,533,A,DSDP,-74.8698,31.26,3191,204
76,534,,DSDP,-75.3817,28.3433,4973,2.1
76,534,A,DSDP,-75.3817,28.3433,4971,630
77,535,,DSDP,-84.5162,23.708,3450,505
77,536,,DSDP,-85.2097,23.4898,2790,66
77,537,,DSDP,-85.4603,23.9335,3123,16
77,538,,DSDP,-85.171,23.8497,2820,5.1
77,538,A,DSDP,-85.1655,23.8492,2742,138
77,539,,DSDP,-84.4198,23.789,3089,4.4
77,539,A,DSDP,-84.4198,23.7867,3076,7.2
77,540,,DSDP,-84.3708,23.8288,2926,336
78,395,A,DSDP,-46.0817,22.7558,4483
78,395,B,DSDP,-46.0817,22.7558,4483
78,541,,DSDP,-58.7283,15.52,4940,401
78,542,,DSDP,-58.7133,15.517,5016,53
78,542,A,DSDP,-58.7133,15.5195,5016,90
78,542,B,DSDP,-58.7132,15.52,5016
78,543,,DSDP,-58.6537,15.7123,5633,228
78,543,A,DSDP,-58.6537,15.7123,5633,69
79,544,,DSDP,-9.405,33.7667,3606,5
79,544,A,DSDP,-9.405,33.7667,3581,83
79,544,B,DSDP,-9.405,33.7667,3581,37
79,545,,DSDP,-9.3647,33.6643,3142,354
79,546,,DSDP,-9.5643,33.7785,3958,118
79,546,A,DSDP,-9.5633,33.7787,3958
79,547,,DSDP,-9.3497,33.7807,3938,3.5
79,547,A,DSDP,-9.3497,33.7807,3938,333
79,547,B,DSDP,-9.3497,33.7807,3938,155
80,548,,DSDP,-12.164,48.9158,1251,195
80,548,A,DSDP,-12.1645,48.9155,1251,249
80,549,,DSDP,-13.098,49.088,2515,370
80,549,A,DSDP,-13.0982,49.0882,2513,144
80,550,,DSDP,-13.4395,48.5152,4420,263
80,550,A,DSDP,-13.4395,48.5152,4420
80,550,B,DSDP,-13.4387,48.516,4420,178
80,551,,DSDP,-13.5015,48.9107,3887,81
81,552,,DSDP,-23.2313,56.0427,2301,79
81,552,A,DSDP,-23.2313,56.0427,2301,183
81,553,,DSDP,-23.3435,56.0887,2329,8.3
81,553,A,DSDP,-23.3435,56.0887,2329,289
81,553,B,DSDP,-23.3435,56.0887,2329,33
81,554,,DSDP,-23.5282,56.2902,2576,54
81,554,A,DSDP,-23.5282,56.29,2574,29
81,555,,DSDP,-20.7822,56.5617,1659,505
82,556,,DSDP,-34.6853,38.9397,3672,85
82,557,,DSDP,-32.5597,38.8325,2143,1.2
82,558,,DSDP,-37.3435,37.77,3754,239
82,558,A,DSDP,-37.3435,37.77,3754,124
82,559,,DSDP,-40.9167,35.1242,2754,23
82,560,,DSDP,-38.8427,34.7222,3443,7.8
82,561,,DSDP,-39.0283,34.785,3457,6
82,562,,DSDP,-41.6793,33.1415,3172,45
82,563,,DSDP,-43.7673,33.6422,3786,191
82,564,,DSDP,-43.7672,33.7393,3820,35
83,504,B,DSDP,-83.7302,1.2272,3460,107
84,565,,DSDP,-86.0907,9.7282,3099,287
84,566,,DSDP,-90.6965,12.8057,3745,21
84,566,A,DSDP,-90.6998,12.7985,3826,0.1
84,566,B,DSDP,-90.6917,12.8135,3661
84,566,C,DSDP,-90.6922,12.814,3661,5.8
84,567,,DSDP,-90.9332,12.716,5500,0.6
84,567,A,DSDP,-90.932,12.7165,5500,104
84,568,,DSDP,-90.8,13.0722,2010,308
84,569,,DSDP,-90.8392,12.9385,2744,135
84,569,A,DSDP,-90.8468,12.937,2795,16
84,570,,DSDP,-91.3928,13.2853,1698,165
85,571,,DSDP,-114.142,3.9973,3962,7
85,572,,DSDP,-113.842,1.4348,3893,9.2
85,572,A,DSDP,-113.842,1.4348,3893,154
85,572,B,DSDP,-113.842,1.4348,3893,20
85,572,C,DSDP,-113.842,1.4348,3893,162
85,572,D,DSDP,-113.842,1.4348,3893,259
85,573,,DSDP,-133.309,0.4985,4301,159
85,573,A,DSDP,-133.309,0.4985,4301,53
85,573,B,DSDP,-133.309,0.4985,4301,280
85,574,,DSDP,-133.33,4.2087,4561,209
85,574,A,DSDP,-133.33,4.2087,4561,181
85,574,B,DSDP,-133.33,4.2087,4561,9.4
85,574,C,DSDP,-133.33,4.2087,4561,197
85,575,,DSDP,-135.036,5.85,4536,99
85,575,A,DSDP,-135.036,5.85,4536,140
85,575,B,DSDP,-135.036,5.85,4536,119
85,575,C,DSDP,-135.036,5.85,4536,16
86,576,,DSDP,164.276,32.356,6217,68
86,576,A,DSDP,164.275,32.3563,6217,66
86,576,B,DSDP,164.275,32.3562,6217,74
86,577,,DSDP,157.723,32.4418,2675,111
86,577,A,DSDP,157.723,32.4422,2675,111
86,577,B,DSDP,157.723,32.4413,2675,9.5
86,578,,DSDP,151.629,33.926,6010,165
86,579,,DSDP,153.836,38.628,5737,17
86,579,A,DSDP,153.838,38.6268,5737,116
86,580,,DSDP,153.976,41.6245,5375,141
86,581,,DSDP,159.796,43.927,5476,76
87,582,,DSDP,133.914,31.7752,4879,18
87,582,A,DSDP,133.913,31.775,4879,16
87,582,B,DSDP,133.913,31.775,4879,285
87,583,,DSDP,133.857,31.8333,4634,84
87,583,A,DSDP,133.854,31.8363,4618,48
87,583,B,DSDP,133.854,31.83,4677,25
87,583,C,DSDP,133.854,31.83,4677,18
87,583,D,DSDP,133.859,31.8293,4676,70
87,583,E,DSDP,133.855,31.835,4629,1
87,583,F,DSDP,133.855,31.835,4629,47
87,583,G,DSDP,133.857,31.8345,4627,62
87,584,,DSDP,143.952,40.4667,4078,479
87,584,A,DSDP,143.945,40.4667,4094,11
87,584,B,DSDP,143.96,40.4667,4086,12
88,581,A,DSDP,159.796,43.9277,5467,4.6
88,581,B,DSDP,159.796,43.9277,5467,24
88,581,C,DSDP,159.797,43.924,5467,16
89,462,A,DSDP,165.032,7.2417,5177,74
89,585,,DSDP,156.815,13.4833,6109,164
89,585,A,DSDP,156.815,13.4833,6109,101
89,586,,DSDP,158.498,-0.4973,2207,39
89,586,A,DSDP,158.498,-0.4973,2207,257
89,586,B,DSDP,158.498,-0.4973,2207,235
89,586,C,DSDP,158.498,-0.4973,2207,2.2
90,587,,DSDP,161.333,-21.1847,1101,89
90,588,,DSDP,161.227,-26.1117,1533,221
90,588,A,DSDP,161.227,-26.1117,1533,75
90,588,B,DSDP,161.227,-26.1117,1533,256
90,588,C,DSDP,161.227,-26.1117,1533,136
90,589,,DSDP,163.64,-30.712,1391,35
90,590,,DSDP,163.359,-31.167,1299,26
90,590,A,DSDP,163.359,-31.167,1299,225
90,590,B,DSDP,163.359,-31.167,1299,465
90,591,,DSDP,164.449,-31.5843,2131,278
90,591,A,DSDP,164.449,-31.5843,2131,233
90,591,B,DSDP,164.449,-31.5843,2131,131
90,592,,DSDP,165.442,-36.4733,1088,340
90,593,,DSDP,167.674,-40.5078,1068,468
90,593,A,DSDP,167.674,-40.5078,1068,228
90,594,,DSDP,174.948,-45.5235,1204,300
90,594,A,DSDP,174.948,-45.5235,1204,167
90,594,B,DSDP,174.948,-45.5235,1204,34
91,595,,DSDP,-165.531,-23.8225,5596,0.1
91,595,A,DSDP,-165.527,-23.8223,5614,37
91,595,B,DSDP,-165.527,-23.8223,5615,16
91,596,,DSDP,-165.654,-23.8533,5701,39
91,596,A,DSDP,-165.654,-23.8533,5701,9
91,596,B,DSDP,-165.654,-23.8533,5701,9
92,504,B,DSDP,-83.73,1.2267,3464
92,597,,DSDP,-129.77,-18.8063,4166,42
92,597,A,DSDP,-129.77,-18.8072,4163,48.6
92,597,B,DSDP,-129.77,-18.8072,4163,5.4
92,597,C,DSDP,-129.77,-18.8072,4164,55
92,598,,DSDP,-124.677,-19.0047,3699,41
92,598,A,DSDP,-124.677,-19.0047,3699
92,599,,DSDP,-119.881,-19.4515,3654,35
92,599,A,DSDP,-119.881,-19.4515,3654
92,599,B,DSDP,-119.881,-19.4515,3654,12
92,600,,DSDP,-116.84,-18.929,3346,5.4
92,600,A,DSDP,-116.84,-18.929,3346
92,600,B,DSDP,-116.84,-18.929,3346,1.9
92,600,C,DSDP,-116.841,-18.9283,3398,12
92,601,,DSDP,-116.868,-18.9203,3433,19
92,601,A,DSDP,-116.868,-18.9203,3433
92,601,B,DSDP,-116.868,-18.9203,3448,6.7
92,602,,DSDP,-116.911,-18.9068,3535,6.2
92,602,A,DSDP,-116.911,-18.9068,3535,2.3
92,602,B,DSDP,-116.911,-18.9068,3535,4.2
93,603,,DSDP,-70.0283,35.4943,4633,226
93,603,A,DSDP,-70.0282,35.4948,4633
93,603,B,DSDP,-70.0285,35.4952,4633,486
93,603,C,DSDP,-70.031,35.4963,4633,314
93,604,,DSDP,-72.5492,38.7132,2361,118
93,604,A,DSDP,-72.5607,38.718,2328,2.2
93,605,,DSDP,-72.6092,38.7422,2194,532
94,606,,DSDP,-35.4998,37.3387,3007,154
94,606,A,DSDP,-35.5003,37.3382,3007,156
94,607,,DSDP,-32.9573,41.0012,3427,284
